t,orientation_mode,track_body,orientation_body,jaw_mode,rpy_mode,rpy_input_method,master_yaw_axis,master_pitch_axis,master_roll_axis,sigma_x,sigma_y,sigma_z,target_x,target_y,target_z,tip_x,tip_y,tip_z,err_m,ori_err_norm,ins_q,ins_ctrl,ins_lag,jaw_deg,jaw_target,jaw_ctrl,freq_khz,rpy_in_yaw_deg,rpy_in_pitch_deg,rpy_in_roll_deg,rpy_tgt_yaw,rpy_tgt_pitch,rpy_tgt_roll,rpy_q_yaw,rpy_q_pitch,rpy_q_roll,rpy_bias_yaw,rpy_bias_pitch,ctrl_yaw,ctrl_pitch,ctrl_insertion,ctrl_roll,ctrl_wrist_pitch,ctrl_wrist_yaw
106621.278670,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.027939,-0.026385,-0.075309,-0.246968,-0.002900,0.382760,-0.250027,-0.000014,0.389509,0.007953,0.008074,0.126091,0.120005,0.006091,-0.006218,0.000000,0.000000,3.733119,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000230,-0.000119,0.000000,0.000000,0.000000,-0.000099,-0.000093,0.120005,0.000020,0.000005,0.000000
106621.358707,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.029848,-0.024527,-0.085466,-0.233678,-0.013454,0.351220,-0.244804,-0.002936,0.390615,0.042266,0.035298,0.125147,0.121023,0.004131,-0.004582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.047483,-0.026801,0.060027,0.000000,0.000000,-0.052090,-0.051116,0.121023,0.065380,0.009430,0.040886
106621.438730,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.029135,-0.022524,-0.083911,-0.234066,-0.012334,0.351824,-0.240073,-0.007973,0.389103,0.038011,0.018807,0.127226,0.122929,0.004310,-0.004582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.089288,-0.071484,0.113784,0.000000,0.000000,-0.092361,-0.087533,0.122929,0.117395,-0.004481,0.147854
106621.518956,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.029470,-0.022695,-0.076774,-0.233893,-0.012408,0.355064,-0.237214,-0.010205,0.383836,0.029047,0.002660,0.132910,0.128643,0.004298,-0.004582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.109637,-0.087098,0.150439,0.000000,0.000000,-0.110560,-0.084863,0.128643,0.151334,0.003852,0.187747
106621.599217,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.030048,-0.023921,-0.067764,-0.233575,-0.013069,0.359061,-0.235736,-0.011133,0.377099,0.018270,0.001086,0.139826,0.135559,0.004296,-0.004582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.115555,-0.089729,0.158037,0.000000,0.000000,-0.116408,-0.097525,0.135559,0.158158,0.007966,0.158888
106621.679237,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.030220,-0.024674,-0.059606,-0.233476,-0.013500,0.362762,-0.234399,-0.012635,0.370293,0.007636,0.000725,0.146852,0.142584,0.004296,-0.004582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.119713,-0.096408,0.158572,0.000000,0.000000,-0.120274,-0.097902,0.142584,0.158648,0.018789,0.148348
106621.759507,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.030098,-0.024696,-0.051430,-0.233541,-0.013516,0.366452,-0.233383,-0.013430,0.366278,0.000250,0.001270,0.151018,0.146673,0.004344,-0.004582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.123642,-0.099334,0.147660,0.000000,0.000000,-0.124255,-0.101676,0.146673,0.146849,0.024442,0.144000
106621.839835,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.029595,-0.024449,-0.042867,-0.233816,-0.013380,0.370318,-0.232597,-0.013572,0.368404,0.002277,0.002817,0.149034,0.144619,0.004407,-0.004582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.131495,-0.101882,0.130448,0.000000,0.000000,-0.127378,-0.106492,0.144619,0.129349,0.029754,0.146277
106621.919869,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.028564,-0.024604,-0.033524,-0.234376,-0.013459,0.374505,-0.233323,-0.013814,0.371871,0.002858,0.002676,0.145546,0.141087,0.004445,-0.004582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.129442,-0.106498,0.117988,0.000000,0.000000,-0.131790,-0.110912,0.141087,0.118361,0.049016,0.156296
106621.999892,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.026904,-0.024959,-0.024046,-0.235275,-0.013650,0.378732,-0.235289,-0.014039,0.375730,0.003027,0.002824,0.141523,0.137157,0.004347,-0.004582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.117845,-0.111717,0.122727,0.000000,0.000000,-0.126823,-0.113723,0.137157,0.123021,0.092647,0.171795
106622.080147,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.024848,-0.026187,-0.015772,-0.236418,-0.014322,0.382517,-0.236496,-0.014541,0.379641,0.002885,0.004849,0.137584,0.133073,0.004494,-0.004582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.111743,-0.119485,0.138216,0.000000,0.000000,-0.108487,-0.123188,0.133073,0.142863,0.119178,0.215838
106622.160374,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.023219,-0.029204,-0.011514,-0.237322,-0.015980,0.384463,-0.236910,-0.016020,0.382414,0.002091,0.016293,0.134992,0.130608,0.004379,-0.004582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.110875,-0.134583,0.234361,0.000000,0.000000,-0.111618,-0.142844,0.130608,0.242959,0.092128,0.292090
106622.240491,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.021915,-0.033409,-0.009791,-0.238017,-0.018212,0.385224,-0.237653,-0.018026,0.383310,0.001958,0.058619,0.134318,0.129951,0.004365,-0.004582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.105427,-0.152422,0.365602,0.000000,0.000000,-0.105391,-0.159255,0.129951,0.375207,0.042840,0.348335
106622.320924,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.020618,-0.038121,-0.008553,-0.238742,-0.020857,0.385791,-0.238306,-0.020151,0.383918,0.002048,0.064550,0.133997,0.129640,0.004356,-0.004582,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.100413,-0.171024,0.508086,0.000000,0.000000,-0.100125,-0.181541,0.129640,0.517617,-0.003155,0.399997
106622.401184,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.018088,-0.042134,-0.006871,-0.240135,-0.023085,0.386551,-0.239619,-0.022991,0.384705,0.001918,0.048872,0.133622,0.129280,0.004341,-0.003927,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.089810,-0.196051,0.635011,0.000000,0.000000,-0.089054,-0.205558,0.129280,0.642633,0.024348,0.478250
106622.481250,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.015698,-0.046563,-0.004833,-0.241459,-0.025530,0.387472,-0.241121,-0.025393,0.385607,0.001901,0.035790,0.133113,0.128785,0.004326,0.007200,0.007068,0.005419,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.077477,-0.217793,0.732231,0.000000,0.000000,-0.076927,-0.228521,0.128785,0.738709,0.114998,0.566148
106622.561425,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.013592,-0.051118,-0.002594,-0.242610,-0.028026,0.388472,-0.242371,-0.028206,0.386868,0.001632,0.020969,0.132445,0.128136,0.004306,0.007527,0.007389,0.005419,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.067350,-0.243801,0.842001,0.000000,0.000000,-0.066780,-0.254042,0.128136,0.851197,0.152647,0.656244
106622.641541,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.011076,-0.055473,0.000275,-0.243960,-0.030366,0.389735,-0.243904,-0.030279,0.389070,0.000674,0.005881,0.130750,0.126462,0.004283,0.007855,0.007711,0.005832,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.054912,-0.266073,0.882781,0.000000,0.000000,-0.053915,-0.273363,0.126462,0.874953,0.172163,0.709516
106622.721650,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.009579,-0.058660,0.003098,-0.244810,-0.032141,0.390998,-0.244732,-0.032116,0.390288,0.000714,0.006837,0.130037,0.125765,0.004267,0.009491,0.009317,0.007344,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.047991,-0.284460,0.761140,0.000000,0.000000,-0.047427,-0.295452,0.125765,0.753077,0.270015,0.705184
106622.801860,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.009284,-0.059194,0.005758,-0.244987,-0.032496,0.392227,-0.244969,-0.032975,0.391747,0.000678,0.002587,0.128876,0.124621,0.004249,0.038291,0.037590,0.035943,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.046454,-0.295377,0.747266,0.000000,0.000000,-0.041604,-0.290918,0.124621,0.750149,0.280854,0.694124
106622.882009,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.008079,-0.056814,0.010710,-0.245644,-0.031194,0.394442,-0.245364,-0.031573,0.392998,0.001519,0.004146,0.127259,0.122993,0.004254,0.037309,0.036626,0.036355,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.043310,-0.286661,0.741123,0.000000,0.000000,-0.034708,-0.271710,0.122993,0.735908,0.282274,0.684454
106622.962114,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.006714,-0.053825,0.018573,-0.246399,-0.029563,0.397948,-0.245676,-0.029873,0.395772,0.002314,0.002625,0.124111,0.119859,0.004240,0.034037,0.033413,0.035161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.041481,-0.278891,0.712962,0.000000,0.000000,-0.034380,-0.277908,0.119859,0.712395,0.288249,0.674936
106623.042151,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.005969,-0.049980,0.028573,-0.246803,-0.027474,0.402390,-0.246255,-0.028206,0.399550,0.002983,0.002545,0.120002,0.115620,0.004362,0.018000,0.017670,0.019648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.037280,-0.273559,0.707787,0.000000,0.000000,-0.039515,-0.283110,0.115620,0.706707,0.269190,0.674309
106623.122244,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.005608,-0.045708,0.038764,-0.247007,-0.025149,0.406957,-0.246943,-0.026291,0.404110,0.003068,0.000402,0.115076,0.110788,0.004266,0.018000,0.017670,0.019648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.031881,-0.267470,0.691619,0.000000,0.000000,-0.039407,-0.266526,0.110788,0.690919,0.240618,0.660608
106623.202421,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.005252,-0.041208,0.047198,-0.247205,-0.022630,0.410842,-0.247484,-0.023636,0.408135,0.002902,0.004003,0.110491,0.106166,0.004311,0.018000,0.017670,0.019648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.027395,-0.251733,0.674361,0.000000,0.000000,-0.034009,-0.235692,0.106166,0.671604,0.234819,0.645922
106623.282552,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.004529,-0.037139,0.053575,-0.247598,-0.020380,0.413732,-0.247971,-0.020869,0.411435,0.002378,0.002673,0.106613,0.102234,0.004365,0.018000,0.017670,0.019648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.022927,-0.231346,0.614007,0.000000,0.000000,-0.023548,-0.214819,0.102234,0.611912,0.260181,0.618805
106623.362657,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,0.002879,-0.033929,0.058245,-0.248506,-0.018603,0.415849,-0.247818,-0.018823,0.413958,0.002024,0.002921,0.103704,0.099370,0.004326,0.018000,0.017670,0.019648,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.025377,-0.215295,0.609845,0.000000,0.000000,-0.019318,-0.206957,0.099370,0.608953,0.249257,0.602230
106623.442765,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.000088,-0.030848,0.062478,-0.250133,-0.016910,0.417752,-0.249774,-0.017139,0.416109,0.001697,0.001200,0.101224,0.096831,0.004382,0.017346,0.017028,0.018837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002714,-0.201513,0.591393,0.000000,0.000000,-0.006470,-0.206689,0.096831,0.590092,0.238040,0.580661
106623.522769,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.004140,-0.026671,0.067646,-0.252345,-0.014630,0.420062,-0.252619,-0.015295,0.418325,0.001880,0.002181,0.098736,0.094399,0.004326,0.014073,0.013815,0.015653,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.032038,-0.185020,0.575492,0.000000,0.000000,0.025533,-0.177261,0.094399,0.573616,0.229319,0.570104
106623.602805,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.009663,-0.022284,0.072397,-0.255388,-0.012200,0.422219,-0.255678,-0.012703,0.420575,0.001743,0.001694,0.096234,0.091770,0.004453,0.012764,0.012530,0.014521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.071352,-0.158192,0.571788,0.000000,0.000000,0.074217,-0.138987,0.091770,0.573496,0.216482,0.579820
106623.683005,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.016797,-0.020196,0.073895,-0.259304,-0.011042,0.422904,-0.259316,-0.010876,0.422269,0.000656,0.003924,0.094639,0.090258,0.004377,0.013746,0.013494,0.014521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.119261,-0.138038,0.604435,0.000000,0.000000,0.126409,-0.122506,0.090258,0.608750,0.234579,0.641895
106623.763237,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.023908,-0.020887,0.071898,-0.263226,-0.011414,0.422013,-0.262869,-0.011007,0.422734,0.000902,0.004325,0.094700,0.090405,0.004298,0.014400,0.014136,0.014521,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.165020,-0.139604,0.665671,0.000000,0.000000,0.168814,-0.142643,0.090405,0.668214,0.270299,0.744750
106623.843326,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.030623,-0.023186,0.067351,-0.266917,-0.012675,0.419974,-0.266193,-0.012385,0.421565,0.001772,0.002518,0.096641,0.092416,0.004234,0.046146,0.045301,0.043636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.203566,-0.153412,0.633205,0.000000,0.000000,0.208646,-0.172640,0.092416,0.630303,0.318303,0.766200
106623.923397,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.037070,-0.025500,0.061692,-0.270399,-0.013913,0.417489,-0.269425,-0.013820,0.419566,0.002297,0.001618,0.099492,0.095302,0.004200,0.046146,0.045301,0.043636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.236943,-0.165478,0.621280,0.000000,0.000000,0.235704,-0.165263,0.095302,0.623466,0.340845,0.737012
106624.003443,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.040339,-0.027787,0.057429,-0.272279,-0.015209,0.415501,-0.271894,-0.014933,0.417355,0.001914,0.005182,0.102390,0.098204,0.004199,0.046473,0.045622,0.043636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.258946,-0.172912,0.668606,0.000000,0.000000,0.251474,-0.163134,0.098204,0.674053,0.318721,0.740736
106624.083672,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.040464,-0.029965,0.054392,-0.272361,-0.016399,0.414138,-0.271821,-0.015366,0.416883,0.002982,0.026830,0.102897,0.098744,0.004157,0.046473,0.045622,0.043636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.256722,-0.176938,0.715178,0.000000,0.000000,0.255204,-0.191460,0.098744,0.720783,0.257299,0.746807
106624.163738,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.038988,-0.031655,0.052325,-0.271561,-0.017319,0.413221,-0.271074,-0.016682,0.415637,0.002546,0.020550,0.104141,0.099970,0.004176,0.046473,0.045622,0.043636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.244773,-0.189529,0.741325,0.000000,0.000000,0.243484,-0.187805,0.099970,0.737424,0.121400,0.703768
106624.243819,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.037494,-0.033340,0.050440,-0.270723,-0.018263,0.412353,-0.270343,-0.017938,0.414183,0.001897,0.011102,0.105601,0.101434,0.004174,0.046473,0.045622,0.043636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.232734,-0.200650,0.662736,0.000000,0.000000,0.231571,-0.200020,0.101434,0.655636,0.007708,0.642258
106624.323949,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.036040,-0.035251,0.048022,-0.269935,-0.019295,0.411286,-0.269792,-0.018989,0.412115,0.000896,0.004925,0.107665,0.103480,0.004192,0.046473,0.045622,0.043636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.221492,-0.207734,0.599727,0.000000,0.000000,0.220921,-0.205254,0.103480,0.600365,-0.098194,0.631533
106624.404023,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.034433,-0.037474,0.045087,-0.269060,-0.020509,0.409975,-0.269126,-0.020341,0.410725,0.000771,0.003471,0.109139,0.104980,0.004165,0.046473,0.045622,0.043636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.211027,-0.219201,0.580204,0.000000,0.000000,0.206527,-0.234137,0.104980,0.573625,-0.197394,0.650396
106624.484294,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.032342,-0.040082,0.041268,-0.267889,-0.021970,0.408228,-0.267934,-0.021950,0.409459,0.001232,0.003216,0.110474,0.106327,0.004156,0.046473,0.045622,0.043636,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.195532,-0.233466,0.490271,0.000000,0.000000,0.197265,-0.242357,0.106327,0.485542,-0.214495,0.712935
106624.564429,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.030314,-0.043278,0.036206,-0.266774,-0.023728,0.405951,-0.266190,-0.023613,0.407544,0.001701,0.005182,0.112387,0.108202,0.004195,-0.003600,0.000000,0.001814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.173341,-0.246452,0.469738,0.000000,0.000000,0.173426,-0.247050,0.108202,0.468506,-0.303021,0.759083
106624.644460,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.028437,-0.045426,0.032014,-0.265750,-0.024902,0.404077,-0.265720,-0.024601,0.405533,0.001487,0.005764,0.114475,0.110311,0.004173,-0.003600,0.000000,0.001814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.164884,-0.251446,0.420866,0.000000,0.000000,0.156937,-0.244188,0.110311,0.414924,-0.308969,0.780310
106624.724466,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.027006,-0.046691,0.029193,-0.264957,-0.025606,0.402798,-0.265441,-0.025102,0.403653,0.001105,0.004278,0.116354,0.112179,0.004179,-0.003600,0.000000,0.001814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.158899,-0.251783,0.341218,0.000000,0.000000,0.151443,-0.249784,0.112179,0.339956,-0.313405,0.768552
106624.804497,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.026326,-0.046607,0.028227,-0.264589,-0.025578,0.402361,-0.264790,-0.025291,0.402649,0.000453,0.000676,0.117264,0.113059,0.004208,-0.003600,0.000000,0.001814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.150755,-0.251407,0.327871,0.000000,0.000000,0.157366,-0.260304,0.113059,0.326102,-0.327530,0.759808
106624.884499,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.025719,-0.045899,0.027922,-0.264249,-0.025181,0.402218,-0.264103,-0.025461,0.402345,0.000340,0.002577,0.117501,0.113255,0.004245,-0.003600,0.000000,0.001814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.143414,-0.252530,0.314096,0.000000,0.000000,0.152622,-0.255255,0.113255,0.312098,-0.310555,0.755180
106624.964536,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.024746,-0.044849,0.027126,-0.263723,-0.024615,0.401868,-0.263268,-0.024949,0.402065,0.000598,0.003513,0.117530,0.113327,0.004204,-0.003600,0.000000,0.001814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.134639,-0.247271,0.285572,0.000000,0.000000,0.132615,-0.237884,0.113327,0.283501,-0.261430,0.727782
106625.044577,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.023318,-0.043257,0.025943,-0.262927,-0.023728,0.401328,-0.263182,-0.023826,0.401637,0.000413,0.012947,0.117662,0.113433,0.004229,-0.003600,0.000000,0.001814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.133206,-0.235616,0.230292,0.000000,0.000000,0.128327,-0.220831,0.113433,0.224749,-0.223523,0.651710
106625.124681,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.021383,-0.040834,0.024428,-0.261902,-0.022433,0.400664,-0.262030,-0.022717,0.401176,0.000599,0.038498,0.117713,0.113450,0.004263,-0.003600,0.000000,0.001814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.121120,-0.224338,0.135514,0.000000,0.000000,0.119994,-0.217263,0.113450,0.129851,-0.166174,0.543115
106625.205030,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.019027,-0.038528,0.022748,-0.260573,-0.021130,0.399895,-0.260899,-0.021304,0.400716,0.000901,0.083693,0.117727,0.113450,0.004277,-0.003600,0.000000,0.001814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.109327,-0.210136,0.049702,0.000000,0.000000,0.108207,-0.204579,0.113450,0.043831,-0.114933,0.418947
106625.285272,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.016706,-0.037565,0.020829,-0.259295,-0.020590,0.399030,-0.259773,-0.020415,0.400398,0.001459,0.114646,0.117742,0.113450,0.004292,0.004582,0.004498,0.002693,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.097794,-0.201220,-0.033320,0.000000,0.000000,0.096619,-0.198021,0.113450,-0.038948,-0.091183,0.285131
106625.365305,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.014889,-0.038464,0.019299,-0.258311,-0.021068,0.398365,-0.258654,-0.020266,0.400251,0.002078,0.093292,0.117754,0.113476,0.004279,0.028473,0.027951,0.026235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.086526,-0.199700,-0.110771,0.000000,0.000000,0.085355,-0.200706,0.113476,-0.115908,-0.087667,0.147757
106625.445556,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.013109,-0.039685,0.016997,-0.257315,-0.021751,0.397310,-0.257288,-0.021171,0.399784,0.002541,0.024918,0.118287,0.114022,0.004270,0.028473,0.027951,0.026235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.072583,-0.207654,-0.186612,0.000000,0.000000,0.071233,-0.212314,0.114022,-0.192622,-0.083431,0.009318
106625.525652,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.012116,-0.040746,0.014739,-0.256769,-0.022329,0.396302,-0.256711,-0.022164,0.397252,0.000966,0.004757,0.120925,0.116654,0.004280,0.028473,0.027951,0.026235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065205,-0.212015,-0.179845,0.000000,0.000000,0.063792,-0.215037,0.116654,-0.175036,-0.050652,0.052908
106625.605822,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.011726,-0.041747,0.013349,-0.256547,-0.022880,0.395665,-0.256052,-0.022812,0.396018,0.000612,0.004242,0.122227,0.117951,0.004279,0.028473,0.027951,0.026235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.058124,-0.215605,-0.153416,0.000000,0.000000,0.057688,-0.213138,0.117951,-0.154891,-0.038291,0.139012
106625.685998,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.011595,-0.042637,0.012662,-0.256477,-0.023378,0.395352,-0.256928,-0.023277,0.395653,0.000552,0.002627,0.122736,0.118459,0.004279,0.028473,0.027951,0.026235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.066282,-0.219005,-0.156084,0.000000,0.000000,0.056149,-0.215304,0.118459,-0.152870,-0.029386,0.184870
106625.766100,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.010865,-0.043365,0.011757,-0.256079,-0.023779,0.394947,-0.256560,-0.023607,0.395228,0.000584,0.003495,0.123199,0.118933,0.004268,0.028473,0.027951,0.026235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062519,-0.221190,-0.130056,0.000000,0.000000,0.067039,-0.217773,0.118933,-0.126368,-0.029671,0.190799
106625.846346,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.009108,-0.044437,0.009690,-0.255117,-0.024363,0.394024,-0.254712,-0.024051,0.394469,0.000678,0.001182,0.123940,0.119649,0.004294,0.028473,0.027951,0.026235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044603,-0.223851,-0.068138,0.000000,0.000000,0.054051,-0.227953,0.119649,-0.068382,-0.035294,0.192345
106625.926492,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.007846,-0.045607,0.006214,-0.254415,-0.025011,0.392456,-0.253771,-0.024747,0.393391,0.001166,0.005192,0.125108,0.120875,0.004239,-0.003273,0.000000,0.001737,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.035347,-0.227946,-0.060547,0.000000,0.000000,0.034360,-0.236778,0.120875,-0.058458,0.006040,0.187731
106626.006735,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.007164,-0.046744,0.002740,-0.254045,-0.025632,0.390907,-0.254610,-0.025571,0.391999,0.001231,0.005528,0.126683,0.122414,0.004274,-0.003600,0.000000,0.001737,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.042648,-0.232276,-0.009092,0.000000,0.000000,0.034538,-0.238394,0.122414,-0.005927,0.070297,0.190120
106626.086770,split,tool_wrist,tool_tip,follow,blend,local-angle,z,y,z,-0.006238,-0.047701,-0.000253,-0.253531,-0.026164,0.389543,-0.254083,-0.026208,0.390534,0.001135,0.002505,0.128233,0.123997,0.004243,0.000655,0.000643,0.001737,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.037273,-0.234833,0.019472,0.000000,0.000000,0.039924,-0.229082,0.123997,0.019679,0.109905,0.180639
